Date,stock_id,name,price
2026-02-25,2887,台新新光金,24.9
2026-02-26,2887,台新新光金,25.6
2026-03-02,2887,台新新光金,24.85
2026-03-03,2887,台新新光金,25.3
2026-03-04,2887,台新新光金,24.15
2026-03-05,2887,台新新光金,24.55
2026-03-06,2887,台新新光金,24.4
2026-03-09,2887,台新新光金,23.95
2026-03-10,2887,台新新光金,24.3
2026-03-11,2887,台新新光金,24.35
2026-03-12,2887,台新新光金,24.65
2026-03-13,2887,台新新光金,24.75
2026-03-16,2887,台新新光金,24.8
2026-03-17,2887,台新新光金,25.05
2026-03-18,2887,台新新光金,24.6
2026-03-19,2887,台新新光金,24.45
2026-03-20,2887,台新新光金,24.65
2026-03-23,2887,台新新光金,23.9
2026-03-24,2887,台新新光金,24.15
2026-03-25,2887,台新新光金,24.45
2026-03-26,2887,台新新光金,24.15
2026-03-27,2887,台新新光金,24.05
2026-03-30,2887,台新新光金,23.75
2026-03-31,2887,台新新光金,23.15
2026-04-01,2887,台新新光金,24.05
2026-04-02,2887,台新新光金,24.35
2026-04-07,2887,台新新光金,24.35
2026-04-08,2887,台新新光金,24.7
2026-04-09,2887,台新新光金,24.65
2026-04-10,2887,台新新光金,24.55
2026-04-13,2887,台新新光金,24.15
2026-04-14,2887,台新新光金,24.45
2026-04-15,2887,台新新光金,24.6
2026-04-16,2887,台新新光金,24.95
2026-04-17,2887,台新新光金,24.3
2026-04-20,2887,台新新光金,24.25
2026-04-21,2887,台新新光金,23.95
2026-04-22,2887,台新新光金,23.95
2026-04-23,2887,台新新光金,23.7
2026-04-24,2887,台新新光金,23.95
2026-04-27,2887,台新新光金,23.8
2026-04-28,2887,台新新光金,24.4
2026-04-29,2887,台新新光金,24.05
2026-04-30,2887,台新新光金,23.8
2026-05-04,2887,台新新光金,23.5
